agendaCode,title,day,startTime,endTime,hall,format,track,topics,accessType,isClosedDoor,description,speakerNames,speakersWithTitles,hostNames,hostsWithTitles,status,withdrawnDetectedAt,sourceUrl,lastSeenAt,documentId,year,recordId
A0948,"Rewiring Financial Flows: AI, Real-Time Rails & the Future of Global Services",2026-09-09,19:00,21:00,Lotus 1,Networking Dinner,,,invite-only,true,"Money no longer moves – it flows, instantly, intelligently, invisibly. As AI and real-time rails converge, the infrastructure of global finance is being rebuilt beneath the surface of everyday commerce, changing not just how value moves, but how it is understood, priced, and protected. This invitation only session brings together Citi’s senior leadership with some of the most influential voices in fintech and payments, for a conversation on what this convergence means for the next decade of global financial services and for India’s place at the center of it.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,d36fb47e-0c7f-4bb6-bcb8-ec40b74a6f7c,2026,6a7c768116afc6a8747c99fa
A0951,Reimagining Financial Services in the Age of AI,2026-09-09,19:00,21:00,Hall 206 A&B,Closed Door Networking,,,invite-only,true,"Persistent Systems invites you to The Persistent Leadership Circle an invitation only gathering of senior leaders from banking, financial services, insurance, payments, and fintech. As AI reshapes the future of financial services, this exclusive dinner brings together CIOs, CTOs, digital leaders, technology decision-makers, and fintech innovators for an evening of meaningful conversations, strategic insights, and high-value networking. Join industry peers to exchange perspectives on how organisations are leveraging AI to drive innovation, enhance customer experiences, modernise operations, and create sustainable competitive advantage.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,447a51bc-b499-432c-bc95-3a079d8de614,2026,6a7c768116afc6a8747c99f8
A1050,CEOs' Dinner,2026-09-09,19:00,22:00,Jasmine 3,Networking Dinner,,,invite-only,true,"The exclusive CEOs’ Dinner at the Global Fintech Fest (GFF) 2026, hosted by Diners Club International and RuPay, will bring together the movers and shakers of the global fintech ecosystem. The prestigious gala offers a vibrant opportunity for the invitees to connect with peers, celebrate innovation, and unwind in high spirits. As a marquee ancillary event under the GFF 2026 umbrella, the dinner will be a platform for leaders to engage meaningfully but beyond the formalities of the boardrooms.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,3022d73e-2652-4eb9-8227-1427aef73960,2026,6a7c768116afc6a8747c99f9
A1049,Global Fintech Women's Breakfast,2026-09-10,08:00,10:30,Hall 206 A&B,Networking,"Women Leadership, Global Collaboration",Women Leadership;Global Collaboration,invite-only,true,"The Global Fintech Women's Breakfast is an exclusive networking forum celebrating the leadership, innovation, and impact of women shaping the future of financial services. Bringing together women leaders from regulators, central banks, financial institutions, fintechs, investors, and technology companies from around the world, the breakfast will foster meaningful dialogue, cross-border collaboration, and mentorship. The session will explore opportunities to accelerate diversity, promote inclusive leadership, and strengthen women's role in building the next generation of trusted, innovative, and inclusive financial ecosystems.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,307d52d5-2c57-4a98-a8ca-46674b266e3c,2026,6a7c768116afc6a8747c99fb
A1085,Preparing Enterprises for the DPDP Era: Experience CoTrust - DPDP Compliance Suite by Digio,2026-09-10,09:30,09:45,Hall 204 A&B,Product Showcase,"DPDP Compliance, Data Governance, Privacy Tech",DPDP Compliance;Data Governance;Privacy Tech,public,false,"The Digital Personal Data Protection (DPDP) Act has redefined how organisations collect, manage, and govern personal data. CoTrust enables enterprises to become DPDP-ready by discovering their data estate, mapping processing activities, managing consent, automating data principal requests, and creating continuous compliance workflows. CoTrust brings together data intelligence, governance, and execution to help organisations manage data responsibly, strengthen compliance, and build trust with stakeholders. Join Sanket Nayak, Co-Founder - Digio, for a live showcase of how enterprises can operationalise DPDP compliance and unlock new opportunities for trust, governance, and growth.",Sanket Nayak,"Sanket Nayak, Co-Founder, Digio",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,44bc3cc8-2e53-4aa7-9344-1f0581203ca0,2026,6a7c768116afc6a8747c99fc
A1086,Equify by Equence,2026-09-10,09:30,09:45,Hall 205 A&B,Product Showcase,,,public,false,"Equify – The Future-Ready Enterprise Messaging Control Center, Delivering Unified Visibility, Complete Control, Optimized Costs, and Vendor-Agnostic Flexibility.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,21ac01b7-9d3e-4561-a6b8-a3754a178049,2026,6a7c768116afc6a8747c99fd
A0732,Agentic Payments: Building the Next Phase of Payment Infrastructure with AI,2026-09-10,10:00,10:40,Lotus 2,Panel Discussion,"Agentic Payments, AI in Payments, Digital Infrastructure",Agentic Payments;AI in Payments;Digital Infrastructure,public,false,"Payment aggregators and gateways are moving beyond passive infrastructure as AI agents begin to initiate, route, and reconcile transactions autonomously, from delegated mandates to AI-driven treasury sweeps. This session examines how agentic AI is becoming an active participant in the payment stack and what product, governance, and partnership models will define the next phase of commerce.",Guhan Muthuswamy,"Guhan Muthuswamy, Co-Founder & Software Architect, Mindgate Solutions",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,90593830-5cb5-41c0-9840-344791208983,2026,6a7c768116afc6a8747c9a03
A0803,From Access to Impact: Rethinking Financial Inclusion at Scale,2026-09-10,10:00,10:40,Lotus 3,Panel Discussion,"Financial Inclusion, Inclusive Innovation, Digital Empowerment",Financial Inclusion;Inclusive Innovation;Digital Empowerment,public,false,"This panel brings together women leaders to explore how financial inclusion can evolve from basic access to measurable impact. It highlights the role of digital platforms, data, and innovation in driving deeper engagement among underserved communities. Speakers will share perspectives on scaling inclusive solutions while ensuring trust, accessibility, and user-centric design. The discussion focuses on building sustainable ecosystems that empower individuals and businesses at scale.",Paroma Chatterjee;Surbhe Sharma,"Paroma Chatterjee, CEO, Revolut India;Surbhe Sharma, Chief Executive Officer, JioFinance",Kalpana Ajayan,"Kalpana Ajayan, Regional Head - South Asia, Women's World Banking",active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,cecc2cdc-bc28-4d02-8a07-4096003cbca1,2026,6a7c768116afc6a8747c9a04
A0819,"How AI-native underwriting is reshaping pricing, inclusion, and liability",2026-09-10,10:00,10:40,Lotus 1,Panel Discussion,"ai underwriting, Responsible AI, Responsible Lending, AI in Finance",ai underwriting;Responsible AI;Responsible Lending;AI in Finance,public,false,"AI-native underwriting is transforming fintechs by enabling sharper risk assessment, more dynamic pricing and wider access to coverage for underserved customer segments. This session will explore how lenders are using data, automation and intelligent models to improve product design, recovery confidence and portfolio performance. The discussion will also examine fairness, transparency, liability, explainability and governance frameworks needed to ensure AI-led underwriting remains responsible, trusted and customer-centric.",Presha Paragash;Ranvir Singh;Sandeep Singh;Shaji Varghese,"Presha Paragash, Wholetime Director & CEO, Credit Saison India;Ranvir Singh, Founder, Chairman and Chief Executive Officer, Kissht;Sandeep Singh, Chief Executive Officer, BharatPe Capital;Shaji Varghese, Chief Executive Officer, Muthoot FinCorp",Nikhil Kurhe,"Nikhil Kurhe, CEO, Finarkein Analytics",active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,c7f6cb80-75c2-4786-b078-251602b90e59,2026,6a7c768116afc6a8747c9a02
A0821,Bridging India's Insurance Trust Gap,2026-09-10,10:00,10:40,Hall 205 A&B,Panel Discussion,"Insurance Trust, Customer Experience, Insurance Inclusion",Insurance Trust;Customer Experience;Insurance Inclusion,public,false,"India’s insurance sector has significant growth potential, but low penetration continues to reflect persistent trust gaps, product complexity and uneven customer experiences. This session will explore how insurers and digital platforms can simplify products, improve transparency, strengthen claims confidence and build more intuitive customer journeys. The discussion will examine the role of technology, embedded distribution, data-driven underwriting, customer education and regulatory alignment in making insurance more accessible, trusted and actively chosen by Indian consumers.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,39f0da54-cd8f-4d89-a772-3ae6ef793993,2026,6a7c768116afc6a8747c9a01
A0985,Cyber Resilience in an Always-On Financial System,2026-09-10,10:00,10:40,Hall 204 A&B,Panel Discussion,"Cyber Resilience, Operational Resilience, Always-On Banking",Cyber Resilience;Operational Resilience;Always-On Banking,public,false,"As financial systems move to real-time, 24x7 operations, cyber resilience has become a strategic imperative rather than a technology function. Continuous payment ecosystems require robust security, operational resilience, coordinated incident response, and strong collaboration across financial institutions, payment operators, technology providers, and regulators. This session will explore how the industry can strengthen resilience against cyberattacks, system outages, and emerging threats through shared responsibility, resilient infrastructure, crisis preparedness, and adaptive security strategies—ensuring trust and uninterrupted financial services in an always-on digital economy.",Karina Ley Chinguel Degregori;Roshan Regmi,"Karina Ley Chinguel Degregori, Partner, Vodanovic;Roshan Regmi, Chief Information and Digitial Officer , NMB Bank",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,dc65c23d-43ec-4fbd-bb30-8e44665d829c,2026,6a7c768116afc6a8747c9a00
A1095,"AI-Native Platforms: Reimagining Ecosystems Through AI Agents, MCP & A2A Architectures",2026-09-10,10:00,10:40,Cube,Masterclass,"LLM Platforms, AI Agents, Agentic Architecture",LLM Platforms;AI Agents;Agentic Architecture,public,false,"Large Language Models are driving a fundamental shift from application-centric software to intelligent, agent-driven ecosystems. This masterclass will explore how LLM-native platforms, AI agents, Model Context Protocol (MCP), and Agent-to-Agent (A2A) architectures are transforming the design of digital platforms. Participants will gain insights into building secure, interoperable, and autonomous systems that enable intelligent collaboration between applications, accelerate innovation, and redefine the future of payments and digital financial infrastructure.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,83b1000e-2a33-4491-af60-cade381ee988,2026,6a7c768116afc6a8747c99fe
A1316,The Future of AML/CFT: Strengthening Global Standards Through Public-Private Collaboration,2026-09-10,10:00,11:00,Hall 103,Closed Room Session,,,invite-only,true,"The AML/CFT landscape is evolving rapidly with the emergence of new technologies, changing criminal typologies and increasingly interconnected financial systems. This invitation-only roundtable will bring together FATF leadership and senior industry representatives to discuss emerging risks, implementation challenges, global best practices and opportunities to strengthen public-private collaboration in shaping more effective and risk-based AML/CFT frameworks.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,1c53fc89-25f0-48d1-ac55-b7e31d239ef4,2026,6a7c768116afc6a8747c99ff
